词语	强度
授人口实	-5
书香门户	5
输肝沥胆	5
鼠目麞头	-5
鼠偷狗盗	-5
鼠齧虫穿	-5
束手自毙	-5
束手就困	-5
束马悬车	-5
树高招风	-5
爽然自失	5
水火相济，盐梅相成	5
水底捞月	-5
顺水行舟	5
顺风使船	5
说是弄非	-5
思归其雌	-5
死而不朽	5
死骨更肉	5
死声咷气	-5
献礼	5
小动作	-5
小巧	3
携贰	-5
少陪	3
摄卫	3
伸畅	5
绅耆	7
神气	5
升格	3
胜任	5
失机	-3
失迷	-3
失效	-5
恭惟	-3
孤负	-3
劫夺	-7
金榜	9
闹笑话	-1
袅娜	5
喁喁	7
尤异	9
诱惑	-3
逾分	-3
长生	5
畅想	5
抄家	-7
超生	-5
成见	-7
惩处	-7
吃不住	-5
吃劲	-5
斥逐	-9
孤形吊影	-5
孤魂野鬼	-7
孤鸾照镜	-7
骨软筋麻	-7
鼓吻奋爪	-7
鼓腹含哺	5
瞽言妄举	-5
顾盼生辉	5
刮目相见	7
寡情薄意	-5
怪雨盲风	-5
官法如炉	5
冠履倒置	-5
贯朽粟陈	5
光前启后	5
归正邱首	9
龟年鹤算	7
轨物范世	5
鬼吒狼嚎	-7
鬼计百端	-7
鬼哭神号	-9
鬼魅伎俩	-9
贵不召骄	-5
刿心刳腹	-7
过甚其辞	-5
海阔天高	-5
骇目惊心	-9
含血潠人	-9
含垢忍耻	7
含冤受屈	-7
函矢相攻	-5
韩潮苏海	7
汗马之劳	7
好自为之	-5
好酒贪杯	5
豪夺巧取	-7
诃佛诋巫	-5
河水不犯井水	-5
河奔海聚	7
河清海竭	-5
鹤行鸡群	7
鹤处鸡群	7
鹤膝蜂腰	-5
横拖倒扯	-5
横眉冷眼	-9
横遮竖挡	-5
横恩滥赏	-5
横徵暴赋	-7
轰堂大笑	-5
闳侈不经	-5
鸿爪雪泥	5
鸿案相庄	7
鸿渐之翼	7
鸿鹄将至	-5
后进领袖	9
呼天唤地	-9
狐奔鼠窜	-5
狐媚魇道	-7
狐鸣篝中	-5
师公	5
施威	-5
什么的	5
式微	-5
释疑	5
手拜	7
胡拉乱扯	-5
胡诌八扯	-5
鹄峙鸾翔	7
怙终不悛	-7
化民易俗	5
怀才抱器	7
欢忻鼓舞	7
换骨夺胎	7
隳胆抽肠	9
回天挽日	9
惠子知我	5
浑俗和光	-5
混作一谈	-5
活剥生吞	-5
豁然省悟	7
击壤鼓腹	5
鸡犬无惊	5
鸡鸣起舞	7
吉日良时	5
极恶不赦	-9
计功谋利	-5
计较锱铢	-7
季布一诺	7
戛釜撞甕	-5
假门假事	-5
尖言冷语	-5
活菩萨	5
机心	-5
心平气和	5
别鹤孤鸾	-5
菽水承欢	5
风餐露宿	-5
尺寸之功	5
泰山梁木	-7
忍辱偷生	-3
反裘负当	-5
瓮牖绳枢	-5
宫可敌国	3
道大莫容	-5
人为刀组	-5
上天无路	-5
罢黜	-5
摆脱	-5
拜忏	-3
拜寿	5
般若	5
榜眼	5
毛病	-4
闷倦	-5
渎犯	-7
断粮	-7
重足而立	-7
信而好古	7
青梅竹马	8
旧愁新恨	-7
深仇重怨	-7
洗雪逋负	-7
怨气冲天	-7
返哺之恩	7
娓娓不倦	7
要言妙道	7
一字褒贬	8
口口声声	-7
滔滔不绝	8
反唇相稽	-6
抵掌而谈	7
哓哓不休	-7
以理服人	6
自我解嘲	-6
咬文嚼字	-6
避而不谈	-7
掉三寸舌	-6
呜鼓而攻攻之	-6
闲磕牙	-6
祸从口出	-7
一犬吠形，百犬吠声	-7
沅茝灃兰	7
人中之龙	6
胸怀祖国，放眼世界	8
万古千秋	8
铁杵成针	6
自求多福	6
忧国奉公	9
古井无波	7
拭面容言	7
谦让末遑	6
人望	7
荣华	7
软磨	-5
硕果	5
私话	-5
思凡	-5
死硬	-5
送人情	-5
随心	5
行奸卖俏	-9
形只影单	7
形输色授	7
雄材大略	7
呴湿濡沫	7
学老於年	7
寻弊索瑕	-7
雅人韵士	7
言论风生	7
研精殚力	7
掩眼捕雀	-7
扬武耀威	9
阳解阴毒	-7
摇头麰尾	3
逸态横生	7
老寿星	1
老八辈子	-1
老相	-1
冷落	-5
礼遇	5
联结	5
心有余悸	-6
辅车相依	7
手足之情	8
慷慨激昂	7
寸草春晖	7
再造之思	7
高谈雄辩	8
片言折狱	7
甘言美语	7
由衷之言	8
千叮咛，万嘱咐	7
免开尊口	-8
正言厉色	7
言来语去	7
各抒已见	7
舐皮论骨	-7
钻牛角尖	-8
君于一言，快马一鞭	6
锋芒逼人	-7
说短论长	-7
群居终日，盲不及义	-7
老生常谈	-7
言不尽意	-6
蕙心纨质	6
山中宰相	7
威望素著	7
九天揽月	7
按荆斩棘	7
倩女离魂	7
之死摩它	7
披心相付	6
砭庸针俗	-5
辨日炎凉	5
别生枝节	-5
冰清玉粹	5
兵未血刃	5
秉公办理	5
剥极则复	5
博物君子	5
不了不当	-5
不步人脚	5
不知所错	-5
不知头脑	-5
不祧之宗	5
不揣冒昧	5
不媿下学	5
不挠不屈	5
不讳之路	5
不识抬举	-5
才疏志大	5
材高知深	5
惨无人理	-5
差之毫氂，失之千里	-5
柴立不阿	5
阐扬光大	5
长安少年	-5
长蛇封豕	-5
演唱	9
败仗	-5
拜客	5
拚命	7
变卦	-5
辩白	3
辩正	5
殡车	-3
病根	-5
病容	-5
勃然	-9
不测	-7
不敷	-5
不见得	-5
不料	7
不忍	-5
不适	-5
不下于	5
风花雪月	-5
风雨时若	5
封胡羯末	-5
凤毛济美	5
凤凰来仪	5
凤舞龙飞	7
凤髓龙肝	9
佛眼佛心	5
否极泰回	5
跗萼载韡	7
扶危救困	7
浮光略影	-5
浮头滑脑	-7
俯仰随人	-7
负才傲物	-7
负重含汙	7
妇人醇酒	-7
附赘悬肬	-7
富贵不能淫	7
腹载五车	9
改往修来	7
乾巴利脆	5
甘心如荠	7
肝胆披沥	9
感人心脾	9
刚戾自用	-9
高才绝学	7
高枕勿忧	9
高官显爵	7
高情远韵	9
櫜弓卧鼓	5
革心易行	5
革面敛手	7
格於成例	-7
隔靴抓痒	-5
根深本固	7
公私两济	5
功成弗居	7
拱挹指麾	7
钩深图远	-7
狗尾貂续	-7
狗傍人势	-7
狗党狐群	-7
沽名卖直	-7
破颜	5
奇崛	7
奇志	7
气度	3
气宇	6
谦谦	7
面面相看	-4
面谩腹诽	-5
乜斜缠帐	-5
民熙物阜	9
明公正义	6
明推暗就	-6
铭心镂骨	5
磨不磷，涅不缁	6
磨砻浸灌	6
目眢心忳	-8
拿班作势	-6
难解难分	7
泥猪疥狗	-5
鸟散鱼溃	-7
涅而不淄	6
牛马襟裾	-6
女中丈夫	5
旁门邪道	-6
济事	5
佳音	5
假面具	-7
易如破竹	7
意前笔后	5
因公行私	-5
阴凝冰坚	-5
银样蜡枪头	-5
崟崎磊落	5
营私作弊	-5
郢人斫垩	5
油嘴油舌	-5
有死无二	5
有耻且格	5
右翦左屠	5
予取予夺	-5
余霞成绮	7
鱼水和谐	7
鱼烂河决	-7
逾闲荡检	-7
榆枋之见	-5
与世浮沉	-5
雨旸时若	5
语近指远	5
语无诠次	-5
玉清冰洁	7
玉毁椟中	-7
玉箫金管	7
遇水架桥	5
鬻声钓世	-5
渊鱼丛爵	-5
元恶大憝	-9
如堕烟海	-5
胸无大志	-7
滥竿充数	-5
天下本无事，庸人自扰之	-5
超轶绝尘	7
倍道而进	5
灵便	5
看莱吃饭，量体裁衣	5
仰观俯察	3
字斟句酌	3
草率收兵	-5
舐糠及米	-5
脑中无数	-5
尊古卑今	-5
猪八戒吃人参果，全不知滋味	-5
倒屣相迎	5
秋风过耳	-5
一问三不知	-3
三复斯言	5
不在话下	5
怡声下气	-5
松柏寒盟	9
宋画吴冶	9
随世沈浮	-7
随物应机	9
随珠弹雀	-7
遂迷不寤	-7
损人害己	-7
贪夫殉利	-9
贪求无已	-7
探竿影草	5
探骊得珠	7
韬曜含光	7
桃李遍天下	9
桃蹊柳陌	7
腾达飞黄	9
题名道姓	-5
摘埴索涂	-7
天成地平	7
天真烂漫	7
添盐着醋	-5
佻身飞镞	9
挑牙料脣	-7
铁郭金城	7
通天彻地	9
通古达变	9
通计熟筹	7
同心并力	7
同心断金	7
铜打铁铸	9
铜头铁臂	9
偷鸡盗狗	-7
头痛医头，脚痛医脚	-5
投阱下石	-7
强识博闻	7
亲操井臼	7
青霄白日	7
轻世肆志	-7
轻言寡信	-5
清风劲节	7
清辞丽句	5
囚首丧面	-5
驱雷策电	9
权重秩卑	-5
却金暮夜	9
鹊巢鸠主	-7
染指垂涎	-5
人一己百	5
仁柔寡断	-5
日旰忘食	5
日昃忘食	5
日锻月炼	5
入文出武	5
入室昇堂	5
桑土绸缪	5
丧师辱国	-7
山肤水豢	7
赏罚信明	7
上窜下跳	-5
社会贤达	-7
深中隐厚	5
深根蟠结	-7
神工天巧	7
神乎其技	7
神抶电击	9
神清气茂	7
神霄绛阙	7
神譁鬼叫	-5
失魂丧胆	-9
存在主义	-5
报复主义	-7
背离	-7
贬抑	-7
假撇清	-5
鹣鲽	5
脱漏	-5
维新	5
举贤使能，举贤任能	7
据图刎首	-5
捐本逐末	-3
卷席而居	-7
决命争首	3
抉瑕摘釁	-7
军不血刃	5
麇骇雉伏	-9
开利除害	5
开云见日	7
尻舆神马	7
刻木为吏	-7
空谷足音	5
口耳相承	-3
口角风情	9
口壅若川	3
枯木再生	7
夸夸而谈	-5
快心满志	9
宽豁大度	9
旷心怡神	7
括目相待	5
揽辔登车	5
郎才女姿	7
狼前虎后	-7
狼嗥鬼叫	-7
狼顾鸱跱	-9
劳形苦心	-3
乐在其中	5
乐道忘饥	7
乐山乐水	7
磊落光明	7
冷言热语	-5
离世异俗	7
沥血披肝	5
丽藻春葩	3
连中三元	9
连枝并头	7
连珠合璧	7
连篇累幅	-3
连鼇跨鲸	7
廉顽立懦	7
量体裁衣	5
两两三三	-1
两头三面	-5
量能授官	5
慎终追远	3
绳愆纠谬	5
衣被群生	7
行不更名，坐不改姓	5
狷介之士	5
分秒必争	5
圆木警枕	7
不敢告劳	5
手足胼胝	7
天不怕，地不怕	3
一以当十	7
众擎易举	5
如左右手	9
八斗之才	7
妙手丹青	7
独具只眼	7
讷言敏行	7
多文为富	7
自出心栽	5
杀人越贷	-7
簧鼓	-5
毁誉	-5
质非文是	-7
掷地金声	5
智小言大	-7
雉头狐腋	-5
钟鼎山林	5
重厚少文	-5
重逆无道	-7
肘腋之患	-5
朱楼碧瓦	7
诛求无已	-7
珠圆玉洁	5
铢分毫析	5
铢积丝累	5
逐名趋势	-7
逐浪随波	-5
逐逐眈眈	-7
拄笏西山	7
助纣为虐	-7
柱小倾大	-5
祝鲠祝噎	7
抓乖弄俏	-7
转海回天	9
壮士断腕	7
追风逐电	7
追魂摄魄	9
拙嘴笨舌	-5
捉风捕影	-5
捉襟露肘	-7
浞訾栗斯	-7
孜孜矻矻	5
锱铢不爽	7
恣无忌惮	-7
足衣足食	5
祖武宗文	7
钻穴逾垣	-5
钻坚研微	5
醉玉颓山	5
尊无二上	7
左宜右宜	7
作言造语	-5
坐失事机	-5
坐无虚席	7
凿空取办	-5
爱国主义	5
安歇	5
率真	5
卖人情	-2
东磕西撞	-5
冬箑夏裘	-5
洞隐烛微	7
斗绝一隅	-3
毒赋賸敛	-5
妒贤疾能	-5
断章取意	-5
对客挥毫	7
多一事不如省一事	-3
多嘴献浅	-5
阿时趋俗	-3
恶尘无染	5
恩同山岳	7
凡才浅识	-5
反裘伤皮	-5
贩交买名	-5
房谋杜断	7
放泼撒豪	-5
分斤掰两	-5
分条析理	5
焚林而田	-5
奋发蹈厉	7
丰功盛烈	7
风光月霁	7
风雨不改	5
糊弄局	-5
花花绿绿	5
调笑	-5
周游	5
猪瘟	-7
逐臭	-7
主体	7
助威	7
蛀心虫	-6
转世	6
拙见	5
良种繁育	5
了得	5
领先	5
流行	5
党邪丑1	-5
韬略	9
逃散	-3
讨便宜	-5
特长	3
天赋	3
天险	-3
天尊	9
挑字眼儿	-5
严气1性	7
贤良方1	7
潜心	3
强权政治	-7
巧干	5
峭拔	5
亲征	7
侵略战争	-7
青楼	-7
倾倒	7
情理	5
擎天柱	7
雾鳞云爪	-5
析言破律	-5
惜墨如金	7
洗耳恭听	5
霞蔚云蒸	7
仙风道气	5
掀天揭地	7
鲜廉寡耻	-7
涎皮涎脸	-7
衒玉贾石	-3
显祖荣宗	5
响彻云际	5
枭心鹤貌	-5
小题大做	-7
协私罔上	-9
心浮气盛	-7
心细於发	7
心满意得	9
心旷神恬	7
辛壬癸甲	7
釁稔恶盈	-9
星移斗转	7
寇仇	-9
款留	5
拉近乎	-5
酷刑	-9
批鳞请剑	3
披襟解带	5
骈枝俪叶	1
贫嘴滑舌	-5
溥天同庆	3
奇离古怪	-1
骑鹤上扬	-5
骑驴风雪中	5
气忍声吞	-5
气逾霄汉	9
弃车走林	-3
弃旧迎新	-7
千人一面	-5
千古独步	9
千里寄鹅毛	7
千金一瓠	9
千秋万古	5
迁善塞违	7
谦虚敬慎	9
潜窃阳剽	-9
搀兑	-7
依偎	5
仪式	1
义仓	5
义勇	7
益处	5
应典	5
冤枉路	-5
元宵	5
原宥	5
月老	7
脏字	-5
增益	3
反手可得	7
持盈保泰	7
维妙维肖	7
莫辨楮叶	-7
宴安鸩素毒	-9
色授魂与	7
爱人以德	5
多许少与	-5
犬马之报	7
逢人说项	5
牵羊担酒　	5
十日之饮　	7
寿元无量　	9
以蠡测海　	-7
打拱作揖　	7
日月合壁	7
花街柳巷	-7
龙潭虎穴	-7
望衡对宇	7
银河倒泻	5
花香鸟语	7
苍翠欲滴	7
姚黄魏紫	7
价值连城	9
声如洪钟	7
亿万斯年	7
名句	7
名望	7
磨练	5
母爱	5
耐烦	5
騃童钝夫	-5
爱人利物	5
碍足碍手	-5
安土乐业	5
安内攘外	5
安身乐业	5
安忍无亲	5
暗昧之事	-5
卬头阔步	5
昂然直入	5
傲睨一切	-5
遨翔自得	5
八街九陌	5
巴巴急急	5
拔地倚天	5
跋扈自恣	-5
白发丹心	5
百般刁难	-5
败俗伤化	-5
班衣戏采	5
伴食中书	-5
苞苴竿牍	-5
保境息民	5
抱火卧薪	-5
抱蔓摘瓜	-5
抱子弄孙	5
陂湖禀量	5
杯觥交错	5
背碑覆局	5
背恩忘义	-5
本支百世	5
比户可封	5
五斗折腰	-7
偷合苟容	-5
三头二面	-7
作恶多端	-9
擢发难数	-9
仁义道德	1
诈败佯输	-9
背思忘义	-9
呼么喝六	-9
横加指责	-9
狐假虎咸	-9
饥附饱扬	-9
四体不勤，五谷不分	-7
引颈受戮	-5
知荣守辱	-7
裘马轻肥	-9
蹇谔匪躬	5
见义必为	5
见噎废食	-5
剑态箫心	5
槛花笼鹤	-5
江流日下	-5
将虾钓鳖	-5
降志辱身	-5
郊寒岛瘦	-5
骄泰淫泆	-5
焦金流石	-5
狡焉思启	-5
街号巷哭	-9
诘诎聱牙	-5
桀敖不驯	-5
截长补短	5
解民倒悬	5
解剑拜仇	5
巾帼须眉	5
金石不渝	5
金波玉液	5
金翅擘海	5
金貂贳酒	5
金鳷擘海	5
金针见血	5
谨终如始	5
锦团花簇	5
锦囊佳制	5
进退中绳	3
进退有节	3
进退跋疐	-5
进退裕如	3
进退触篱	-5
进禄加官	-5
进贤屏恶	5
进德脩业	5
荆棘满途	-5
惊心破胆	-5
惊心褫魄	-5
惊魂丧魄	-5
井井有方	5
井渫莫食	5
径情直遂	5
敬姜犹绩	5
静若处子，动若脱兔	5
九间朝殿	5
酒色之徒	-5
救火投薪	-5
救焚拯溺	5
居仁由义	5
直溜溜	5
燕众议员虎颈	7
泱泱大风	9
一颦一笑胁肩谄笑	9
穿云裂石	7
不可究诘	-7
堕云雾中	-7
不由自主	7
一口吃个胖子	-7
噬脐何及	-7
举国若狂	9
痛饮黄龙	9
如释重2	7
闲云野鹤	7
怡情悦性	7
投袂而起	9
盱衡厉色	-9
2气斗狠	-9
泣涕如雨	-9
附骥	-5
悉心	5
细高挑儿	3
仙女	3
纤细	3
贤路	3
显身手	3
现话	-5
润色	1
撒娇	3
散心	1
嫂夫人	7
杀生	-3
筛糠	-5
扇动	-5
善事	3
赏赉	5
上等兵	5
上级	3
上书	5
抛弃	-7
袍哥	-3
跑江湖	-5
跑辙	-5
陪衬	-3
蓬茸	6
披甲	5
偏锋	5
飘然	7
平毁	-7
凭陵	-7
屏藩	7
君子	7
开心丸儿	7
远愁近虑	3
月貌花容	5
云屯席卷	5
云窗月户	5
云兴霞蔚	5
赃污狼籍	-5
赃秽狼藉	-5
贼子乱臣	-5
谮下谩上	-5
沾沾自满	-3
斩钢截铁	5
仗节死义	5
昭德塞违	5
朝阳鸣凤	5
真刀真枪	5
整冠纳履	-3
1兒巴经	5
枝叶扶疏	5
执鞭坠镫	5
指日誓心	5
指鹿作马	-5
伟业	7
文化大革命	-5
乌龟	-7
无度	-7
徒子徒孙	-5
吐肝露胆	7
兔死犬饥	-7
兔头麞脑	-7
推三推四	-7
推陈致新	7
推聋作哑	-7
退食自公	7
吞言咽理	-7
吞声饮气	-7
唾面自乾	-7
瓦查尿溺	-9
歪不横楞	-7
外强中瘠	-7
弯弓饮羽	7
完名全节	7
玩岁愒月	-7
汪洋大海	9
亡猿祸木	-7
枉口嚼舌	-7
枉道事人	-9
枉辔学步	-7
忘寝废食	7
望空捉影	-7
望尘奔溃	-7
威重令行	-7
微显阐幽	9
为虺弗摧	-7
为渊驱鱼	-9
违世异俗	7
帷幕不修	-9
惟精惟一	9
未艾方兴	7
偎红倚翠	-7
温文儒雅	7
温情密意	7
文身剪发	-7
文宗学府	9
文章山斗	9
文质斌斌	9
闻名丧胆	9
闻风破胆	-9
问羊知马	7
问寝视膳	7
握素怀铅	7
握雾拏云	7
乌衣门第	7
无方之民	-7
无如之奈	-7
无何有乡	-7
无往不克	9
无所不晓	9
无所施其伎	-7
无空不入	-7
无风扬波	-7
无偏无颇	7
无恶不为	-9
施绯拖绿	-5
十年读书	5
十恶五逆	-5
识途老马	5
拾人唾余	-5
食不知味	-5
食箪浆壶	5
使羊将狼	-5
使嘴使舌	-5
饰非遂过	-5
视同陌路	-5
视为寇雠	-5
室怒市色	-5
誓死不贰	5
適材適所	5
收成弃败	-5
手疾眼快	5
书不释手	5
摅肝沥胆	5
熟读深思	5
鼠迹狐踪	-5
鼠凭社贵	-5
数白论黄	-5
束手旁观	-5
束手缚脚	-5
树大招风	-5
鉥心刿目	5
水到鱼行	5
顺人应天	5
顺非而泽	5
死中求活	5
死求百赖	-5
死模活样	-5
四海承风	5
呆小症	-7
叨教	-5
高足	5
绞杀	-7
阶段分化	-5
解人	5
借端	-5
金缕玉衣	7
襟怀	5
能人	5
派头	-5
硬实	3
友情	5
余毒	-9
窳败	-7
笔饱墨酣	5
婢膝奴颜	-5
标新竖异	5
别创一格	5
冰壸秋月	5
并世无两	5
剥肤及髓	-5
博闻强识	5
不分青白	-5
不吐不茹	5
不拔一毛	-5
不咸不淡	-5
不教而诛	-5
不欺闇室	5
不废江河	5
不避水火	5
不识好歹	-5
不护细行	-5
才誇八斗	5
惨绿少年	5
差之毫釐，谬以千里	-5
豺狼当路	-5
长材茂学	5
长恶靡悛	-5
守1不桡	5
呼牛呼马	-7
狐埋狐扬	-7
师长	5
师爷	5
施主	5
识相	5
食品污染	-5
世兄	5
侍奉	7
适意	5
誓约	9
胡作胡为	-7
户限为穿	7
哗世动俗	-7
化鸱为凤	5
怀珠韫玉	7
还珠买椟	-5
涣然冰释	7
黄口小兒	-5
黄粱一梦	-5
挥戈回日	9
毁方投圆	-5
诲奸导淫	-5
浑然自成	7
混水捞鱼	-5
活蹦乱跳	5
祸稔恶积	-9
饥冻交切	5
机关算尽	-7
鸡犬不惊	7
鸡飞狗走	-7
及时行乐	-5
极重不反	-7
亟疾苛察	-7
急敛暴徵	-7
计过自讼	5
霁风朗月	5
家骥人璧	7
假人辞色	5
古奥	-3
寡头	-3
光荣榜	7
问鼎	-5
混帐	-5
辑睦	5
与世沉浮	-5
宜家宜室	5
青蝇吊客	-5
风鬟雨鬓	-5
著作等身	5
称薪而爨	-5
移东补西	-5
黄杨厄闻	-5
天台路迷	-3
帮闲	-5
美女	5
瓦影鱼	-9
微乎其微	-7
赌咒	-7
对唱	7
阳光	5
一二九运动	5
起事	-5
气量	5
气韵	5
契机	5
前贤	5
明堂1道	6
犬儒	-7
让位	7
人材	7
人伦	5
荣誉军人	7
肉头	-3
乳臭	-5
瑞签	7
风车云马	-5
锋不可当	7
凤引九雏	5
凤翥龙蟠	9
凤舞鸾歌	7
奉公克己	7
佛头著粪	9
夫倡妇随	7
伏首贴耳	9
扶危翼倾	9
浮收勒索	-7
福地洞天	9
抚躬自问	7
黼蔀黻纪	7
负材任气	-7
负恩背义	-9
附势趋炎	-5
附翼攀鳞	-7
改恶从善	5
乾净利索	5
甘心瞑目	7
肝胆楚越	9
感天动地	9
钢筋铁骨	7
高山景行	9
高枕安卧	8
高飞远举	5
高睨大谈	-7
高斋学士	7
槁项黄馘	9
革新变旧	7
根结盘据	9
公忠体国	9
功成名遂	9
攻无不克	9
拱手让人	-5
狗口里吐不出象牙	-9
狗咬吕洞宾	-7
狗盗鸡啼	-7
狗续侯冠	-5
沽誉买直	-7
通好	5
同工同酬	7
偷情	-9
头面人物	-5
私奔	-5
私了	-5
颂歌	5
塌实	5
兄弟怡怡	7
悬石程书	7
雪窗萤几	7
牙签犀轴	7
研经铸史	7
颜筋柳骨	7
燕舞莺啼	7
扬眉瞬目	7
养晦韬光	9
咬牙恨齿	-9
逸兴横飞	9
牢房	-3
老江湖	-5
乐土	5
泪眼	7
立功	5
长寿	7
倡导	5
抄用	-5
超载	-5
成气候	7
惩戒	-7
吃大户	5
吃老本	-5
赤痢	-7
便血	-5
变质	-5
辩论	5
标准化	5
濒于	-3
冰雹	-5
兵舰	5
并发症	-5
病毒性肝炎	-7
病例	-5
病原菌	-5
波及	-5
驳斥	-7
搏击	7
补益	7
不大离	5
不怕	5
不识闲儿	-3
不谓	7
不恤	-5
献身	5
香花	5
向慕	7
嚣浮	-5
小圈子	-5
胁持	-3
烧毁	-5
舌战	1
申辩	3
伸张	5
绅士协定	5
神权	-5
神医	7
升级	3
声威	5
圣上	5
失脚	-1
失眠	-5
失声	-7
失学	-5
械斗	-7
懈气	-5
行凶	-7
修好	5
挹斗扬箕	-7
因难见巧	5
银钩虿尾	7
淫词亵语	-7
东一榔头，西一棒槌	-5
化境	7
悔改	5
摧毁	-7
大舌头	-7
支前	5
挚友	7
正襟危坐	7
徒乱人意	-7
不知甘苦	-7
鹿死不择荫	-7
尽让	5
附会	-5
哜哜嘈嘈	-5
夹生饭	-3
假道学	-7
谏诤	5
披毛索黡	-5
琵琶旧语	-7
贫而无谄	7
凭几据杖	-7
七舌八嘴	-5
齐天洪福	9
其应若响	5
骑鹤更扬州	-7
琪花瑶草	7
启宠纳侮	-7
气吞宇宙	7
弃甲投戈	-3
弃过图新	5
契船求剑	-5
千刀万剁	-7
千里之志	7
千里骏骨	7
前仆后踣	9
泯没	-5
名言	5
魔力	7
拿获	5
仪容	3
以致	-3
义演	5
益虫	3
隐讳	-5
燠热	-5
元帅	7
原形	-5
圆全	5
远志	7
拶指	-7
再造	9
赞助	5
造福	7
徒有虚名	-7
计日程功	7
分化瓦解	-5
抛头露面　	-5
一知半解　	-5
陈规陋习　	-5
洪水横流	-7
羊肠小道	-7
天低吴楚，眼空无物	-5
分外妖娆	7
花红柳绿	5
莺啼燕语	7
暗香疏影	7
削铁如泥	7
香车宝马	7
陶犬瓦鸡	-7
竹头木屑	5
声振林木	7
秋月春风	5
财政危机	-7
残喘	-5
昌言	7
引狼自卫	-7
饮灰洗胃	7
饮鸩止渴	-7
迎奸卖俏	-7
郢人运斧	7
庸耳俗目	-5
油嘴花脣	-5
游戏笔墨	-5
有心有意	5
有勇知方	7
有头无脑	-5
右军習气	-5
予取予求	-5
余味无穷	5
余子碌碌	-5
鱼鱼雅雅	7
鱼鲁帝虎	-5
鱼烂取亡	-7
逾次超秩	-5
榆木脑袋	-5
与世俯仰	-7
语出月胁	7
语重情深	7
玉振金声	7
欲盖而彰	-7
鬻驽窃价	-7
渊亭山立	9
渊谋远略	7
各奔前程	5
自己打自己的嘴巴	-5
看菜吃饭，量体裁衣	5
绝长补短	5
胸中无数	-5
索然无味	-5
柔枝嫩条	5
如操左券	5
稳操左券	5
辱国殄民	-7
入室升堂	7
软硬兼施	5
撒豆成兵	5
塞上江南	7
三心两意	-5
三般两样	-7
三翻四覆	-5
散伤丑害	-5
珊珊来迟	-5
善马熟人	7
伤教败俗	-7
赏劳罚罪	7
上慢下暴	-7
舍本求末	-7
社鼠城狐	-7
伸冤理枉	7
身名俱败	-7
深中笃行	7
深明大义	7
深根宁极	5
神仙中人	5
神施鬼设	7
神清骨秀	7
神焦鬼烂	-7
神圣工巧	7
剩菜残羹	-5
松柏之茂	7
宋玉东墙	7
搜章擿句	-5
夙世冤业	-9
随方就圆	7
随物赋形	7
随珠荆玉	9
随寓而安	5
遂非文过	-7
碎身糜躯	7
损人益己	-7
所当无敌	9
贪夫狥财	-7
贪污腐化	-9
摊书傲百城	9
谈若悬河	7
谈议风生	7
探幽索隐	5
探囊胠箧	-5
淘沙得金	7
韬迹隐智	7
桃李无言，下自成蹊	7
桃蹊柳曲	7
蹄閒三寻	7
摘句寻章	-7
天之骄子	9
天地诛戮	-9
天华乱坠	-7
天崩地塌	-9
天道宁论	-7
天壤王郎	-7
添砖加瓦	5
恬然自足	5
挑精拣肥	-5
铁心木肠	-7
铁面鎗牙	7
铁绰铜琶	7
通天达地	9
通古博今	7
通风报讯	-7
通儒达识	7
同文共轨	7
同心合胆	7
同心戮力	7
同条共贯	7
同恶相党	-7
同声共气	7
铜心铁胆	7
铜浇铁铸	7
偷声细气	-7
口惠	-5
宽舒	3
愧色	7
溃散	-7
庖代	-5
疲塌	-5
偏巧	5
漂亮话	-7
姘居	-9
浅嚐辄止	-5
强中更有强中手	7
强嘴硬牙	7
敲膏吸髓	-7
巧作名目	-7
青云独步	7
轻世傲物	-7
轻言肆口	-5
轻财贵义	5
倾肝沥胆	7
清歌曼舞	5
求生害仁	-5
驱雷掣电	7
去暗投明	7
劝善惩恶	7
鹊巢鸠占	-5
燃萁之敏	5
热心苦口	5
仁者能仁	5
日旰不食	5
日昃旰食	5
日暖风恬	5
切中	5
趋附	-7
五体投诚	9
夕寐宵兴	9
析辩诡辞	-7
犀角烛怪	5
洗垢索瘢	-7
遐迩著闻	7
下车泣罪	7
先意希旨	7
鲜衣怒马	-5
闲花野草	-5
涎脸涎皮	-7
嫌长道短	-5
现钟弗打	-5
相得益章	5
销魂夺魄	-9
孝子爱日	7
邪魔歪道	-7
心如金石	5
心怡神旷	5
心照情交	7
兴如嚼蜡	-7
枯体灰心	-7
匡谬正俗	7
来者不善	-7
理冤摘伏	7
历世摩钝	5
轻生	-5
种子选手	5
主力舰	5
注目	5
准将	5
捉奸	-7
爱则加诸膝，恶则坠诸渊	-7
安老怀少	5
昂头阔步	7
傲慢无礼	-7
奥妙无穷	7
八窗玲珑	7
拔山盖世	7
拔丛出类	7
霸王风月	-7
白首北面	7
